Story,Output Case,Case Type,Direction,Drift,Drift/,Label,X,Y,Z
SSL 26.00 mPD 6th Floor,DStlS10,Combination,Y,0.000287,1/3483,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS11,Combination,X,0.000087,1/11525,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS11,Combination,Y,0.000189,1/5296,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS12,Combination,X,0.00017,1/5868,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS12,Combination,Y,0.000189,1/5304,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS13,Combination,X,0.000135,1/7429,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS13,Combination,Y,0.000155,1/6442,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS14,Combination,X,0.000123,1/8158,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS14,Combination,Y,0.000222,1/4501,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS15,Combination,X,0.000053,1/18717,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS15,Combination,Y,0.00014,1/7147,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS16,Combination,X,0.000137,1/7295,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS16,Combination,Y,0.00014,1/7162,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS17,Combination,X,0.000101,1/9875,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS17,Combination,Y,0.000106,1/9406,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS18,Combination,X,0.000089,1/11205,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS18,Combination,Y,0.000173,1/5773,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS19,Combination,X,0.000119,1/8407,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS19,Combination,Y,0.000175,1/5729,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS20,Combination,X,0.000181,1/5536,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS20,Combination,Y,0.000267,1/3741,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS21,Combination,X,0.000139,1/7204,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS21,Combination,Y,0.000267,1/3739,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS22,Combination,X,0.000222,1/4495,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS22,Combination,Y,0.000267,1/3743,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS23,Combination,X,0.000187,1/5358,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS23,Combination,Y,0.000234,1/4276,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS24,Combination,X,0.000175,1/5726,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS24,Combination,Y,0.000301,1/3325,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS25,Combination,X,0.000078,1/12742,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS25,Combination,Y,0.00024,1/4171,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS26,Combination,X,0.000246,1/4069,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS26,Combination,Y,0.000239,1/4181,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS27,Combination,X,0.000174,1/5742,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS27,Combination,Y,0.000173,1/5795,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS28,Combination,X,0.00015,1/6662,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS28,Combination,Y,0.000306,1/3264,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS29,Combination,Y,0.000175,1/5720,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS30,Combination,X,0.000203,1/4936,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS30,Combination,Y,0.000174,1/5738,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS31,Combination,X,0.000131,1/7636,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS31,Combination,Y,0.000108,1/9291,142,0,13.5,26
SSL 26.00 mPD 6th Floor,DStlS32,Combination,X,0.000112,1/8900,174,60,67.5,26
SSL 26.00 mPD 6th Floor,DStlS32,Combination,Y,0.000247,1/4040,174,60,67.5,26
SSL 26.00 mPD 6th Floor,DStlS33,Combination,Y,0.00014,1/7140,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS34,Combination,X,0.000179,1/5590,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS34,Combination,Y,0.000139,1/7169,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS35,Combination,X,0.000107,1/9322,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlS35,Combination,Y,0.000073,1/13725,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlS36,Combination,X,0.000095,1/10543,174,60,67.5,26
SSL 26.00 mPD 6th Floor,DStlS36,Combination,Y,0.00022,1/4554,174,60,67.5,26
SSL 26.00 mPD 6th Floor,DStlD1,Combination,X,0.000095,1/10498,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlD1,Combination,Y,0.00014,1/7154,141,0,27,26
SSL 26.00 mPD 6th Floor,DStlD2,Combination,X,0.000136,1/7332,172,45,13.5,26
SSL 26.00 mPD 6th Floor,DStlD2,Combination,Y,0.000202,1/4960,141,0,27,26
SSL 22.00 mPD 5th Floor,Dead,LinStatic,X,0.000092,1/10836,172,45,13.5,22
SSL 22.00 mPD 5th Floor,Dead,LinStatic,Y,0.000072,1/13840,141,0,27,22
SSL 22.00 mPD 5th Floor,Wind-X,LinStatic,X,0.000061,1/16497,174,60,67.5,22
SSL 22.00 mPD 5th Floor,Dead Ceiling,LinStatic,X,0.000008,1/119558,172,45,13.5,22
SSL 22.00 mPD 5th Floor,Dead Ceiling,LinStatic,Y,0.000007,1/141917,142,0,13.5,22
SSL 22.00 mPD 5th Floor,Dead Services,LinStatic,X,0.000023,1/42699,172,45,13.5,22
SSL 22.00 mPD 5th Floor,Dead Services,LinStatic,Y,0.00002,1/50685,141,0,27,22
SSL 22.00 mPD 5th Floor,Dead Partition,LinStatic,X,0.000017,1/59779,172,45,13.5,22
SSL 22.00 mPD 5th Floor,Dead Partition,LinStatic,Y,0.000014,1/70959,142,0,13.5,22
SSL 22.00 mPD 5th Floor,Live Floor,LinStatic,X,0.000067,1/14945,172,45,13.5,22
SSL 22.00 mPD 5th Floor,Live Floor,LinStatic,Y,0.000056,1/17740,142,0,13.5,22
SSL 22.00 mPD 5th Floor,Live Roof,LinStatic,X,0.000004,1/280983,174,60,67.5,22
SSL 22.00 mPD 5th Floor,Live Roof,LinStatic,Y,0.000003,1/385505,174,60,67.5,22
SSL 22.00 mPD 5th Floor,Dead Finishing Roof,LinStatic,X,0.000012,1/85233,172,45,13.5,22
SSL 22.00 mPD 5th Floor,Dead Finishing Roof,LinStatic,Y,0.00001,1/101202,141,0,27,22
SSL 22.00 mPD 5th Floor,Dead Services Roof,LinStatic,X,0.000002,1/421474,174,60,67.5,22
SSL 22.00 mPD 5th Floor,Dead Services Roof,LinStatic,Y,0.000002,1/578257,174,60,67.5,22
SSL 22.00 mPD 5th Floor,Notional,LinStatic,Y,0.000012,1/81237,174,60,67.5,22
SSL 22.00 mPD 5th Floor,Dead Topping,LinStatic,X,0.000002,1/421474,174,60,67.5,22
SSL 22.00 mPD 5th Floor,Dead Topping,LinStatic,Y,0.000002,1/578257,174,60,67.5,22
SSL 22.00 mPD 5th Floor,Dead Ceiling roof,LinStatic,X,0.000001,1/842948,174,60,67.5,22
SSL 22.00 mPD 5th Floor,Dead Ceiling roof,LinStatic,Y,0.000001,1/0,174,60,67.5,22
SSL 22.00 mPD 5th Floor,Cladding,LinStatic,X,0.000006,1/157441,172,45,13.5,22
SSL 22.00 mPD 5th Floor,Cladding,LinStatic,Y,0.000004,1/241095,141,0,27,22
SSL 22.00 mPD 5th Floor,Wind Y,LinStatic,Y,0.000073,1/13673,174,60,67.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.50Qk +EHF,Combination,X,0.000328,1/3052,172,45,13.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.50Qk +EHF,Combination,Y,0.000276,1/3622,142,0,13.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,X,0.000288,1/3478,172,45,13.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,Y,0.000277,1/3614,142,0,13.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,X,0.000216,1/4637,172,45,13.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,Y,0.000251,1/3986,141,0,27,22
SSL 22.00 mPD 5th Floor,1.0Gk + 1.50WkY + EHF,Combination,X,0.000179,1/5573,172,45,13.5,22
SSL 22.00 mPD 5th Floor,1.0Gk + 1.50WkY + EHF,Combination,Y,0.000078,1/12879,141,0,27,22
SSL 22.00 mPD 5th Floor,1.0Gk + 1.50WkX + EHF,Combination,X,0.000084,1/11888,172,45,13.5,22
SSL 22.00 mPD 5th Floor,1.0Gk + 1.50WkX + EHF,Combination,Y,0.000143,1/6987,141,0,27,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,X,0.000311,1/3215,172,45,13.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,Y,0.000185,1/5393,141,0,27,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,X,0.000335,1/2984,172,45,13.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,Y,0.000244,1/4098,142,0,13.5,22
SSL 22.00 mPD 5th Floor,1.0Gk - 1.50WkX + EHF,Combination,X,0.000245,1/4077,174,60,67.5,22
SSL 22.00 mPD 5th Floor,1.0Gk - 1.50WkX + EHF,Combination,Y,0.000141,1/7093,174,60,67.5,22
SSL 22.00 mPD 5th Floor,1.0Gk - 1.50WkY + EHF,Combination,X,0.00018,1/5545,174,60,67.5,22
SSL 22.00 mPD 5th Floor,1.0Gk - 1.50WkY + EHF,Combination,Y,0.00024,1/4162,174,60,67.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,X,0.000376,1/2657,172,45,13.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,Y,0.000248,1/4028,141,0,27,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,X,0.000303,1/3296,174,60,67.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,Y,0.000339,1/2954,174,60,67.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,X,0.000368,1/2718,172,45,13.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,Y,0.000275,1/3631,142,0,13.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,X,0.00032,1/3123,172,45,13.5,22
SSL 22.00 mPD 5th Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,Y,0.000308,1/3245,142,0,13.5,22
SSL 22.00 mPD 5th Floor,DCmpD1,Combination,X,0.000165,1/6073,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DCmpD1,Combination,Y,0.000131,1/7615,141,0,27,22
SSL 22.00 mPD 5th Floor,DCmpD2,Combination,X,0.000235,1/4254,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DCmpD2,Combination,Y,0.00019,1/5258,141,0,27,22
SSL 22.00 mPD 5th Floor,DCmpC1,Combination,X,0.000247,1/4048,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DCmpC1,Combination,Y,0.000197,1/5077,142,0,13.5,22
SSL 22.00 mPD 5th Floor,DCmpC2,Combination,X,0.000247,1/4048,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DCmpC2,Combination,Y,0.000197,1/5077,142,0,13.5,22
SSL 22.00 mPD 5th Floor,DCmpS1,Combination,X,0.000222,1/4498,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DCmpS1,Combination,Y,0.000177,1/5641,141,0,27,22
SSL 22.00 mPD 5th Floor,DCmpS2,Combination,X,0.000296,1/3376,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DCmpS2,Combination,Y,0.000239,1/4182,141,0,27,22
SSL 22.00 mPD 5th Floor,DCmpS3,Combination,X,0.000189,1/5292,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DCmpS3,Combination,Y,0.000151,1/6636,141,0,27,22
SSL 22.00 mPD 5th Floor,DCmpS4,Combination,X,0.000295,1/3395,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DCmpS4,Combination,Y,0.000239,1/4184,142,0,13.5,22
SSL 22.00 mPD 5th Floor,DStlS1,Combination,X,0.000222,1/4498,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS1,Combination,Y,0.000177,1/5641,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS2,Combination,X,0.000296,1/3376,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS2,Combination,Y,0.000239,1/4182,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS3,Combination,X,0.000256,1/3906,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS3,Combination,Y,0.00024,1/4171,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS4,Combination,X,0.000336,1/2973,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS4,Combination,Y,0.000238,1/4194,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS5,Combination,X,0.000304,1/3293,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS5,Combination,Y,0.000207,1/4830,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS6,Combination,X,0.000289,1/3461,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS6,Combination,Y,0.000271,1/3685,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS7,Combination,X,0.000256,1/3906,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS7,Combination,Y,0.00024,1/4171,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS8,Combination,X,0.000336,1/2973,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS8,Combination,Y,0.000238,1/4194,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS9,Combination,X,0.000304,1/3293,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS9,Combination,Y,0.000207,1/4830,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS10,Combination,X,0.000289,1/3461,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS10,Combination,Y,0.000271,1/3685,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS11,Combination,X,0.000182,1/5490,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS11,Combination,Y,0.000178,1/5620,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS12,Combination,X,0.000262,1/3810,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS12,Combination,Y,0.000177,1/5662,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS13,Combination,X,0.00023,1/4351,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS13,Combination,Y,0.000145,1/6887,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS14,Combination,X,0.000219,1/4557,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS14,Combination,Y,0.000214,1/4662,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS15,Combination,X,0.000125,1/8032,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS15,Combination,Y,0.000132,1/7577,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS16,Combination,X,0.000205,1/4882,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS16,Combination,Y,0.000131,1/7654,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS17,Combination,X,0.000172,1/5808,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS17,Combination,Y,0.000099,1/10076,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS18,Combination,X,0.000166,1/6027,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS18,Combination,Y,0.000173,1/5777,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS19,Combination,X,0.000206,1/4863,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS19,Combination,Y,0.000164,1/6098,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS20,Combination,X,0.000311,1/3213,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS20,Combination,Y,0.000252,1/3964,142,0,13.5,22
SSL 22.00 mPD 5th Floor,DStlS21,Combination,X,0.000271,1/3689,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS21,Combination,Y,0.000253,1/3953,142,0,13.5,22
SSL 22.00 mPD 5th Floor,DStlS22,Combination,X,0.000351,1/2846,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS22,Combination,Y,0.000252,1/3974,142,0,13.5,22
SSL 22.00 mPD 5th Floor,DStlS23,Combination,X,0.000319,1/3138,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS23,Combination,Y,0.00022,1/4541,142,0,13.5,22
SSL 22.00 mPD 5th Floor,DStlS24,Combination,X,0.000304,1/3292,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS24,Combination,Y,0.000284,1/3517,142,0,13.5,22
SSL 22.00 mPD 5th Floor,DStlS25,Combination,X,0.000199,1/5020,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS25,Combination,Y,0.000227,1/4403,142,0,13.5,22
SSL 22.00 mPD 5th Floor,DStlS26,Combination,X,0.00036,1/2779,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS26,Combination,Y,0.000224,1/4455,142,0,13.5,22
SSL 22.00 mPD 5th Floor,DStlS27,Combination,X,0.000295,1/3395,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS27,Combination,Y,0.000162,1/6186,142,0,13.5,22
SSL 22.00 mPD 5th Floor,DStlS28,Combination,X,0.000286,1/3491,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS28,Combination,Y,0.000314,1/3182,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS29,Combination,X,0.000125,1/7981,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS29,Combination,Y,0.000165,1/6049,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS30,Combination,X,0.000286,1/3497,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS30,Combination,Y,0.000163,1/6148,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS31,Combination,X,0.000221,1/4533,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS31,Combination,Y,0.0001,1/10017,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS32,Combination,X,0.000217,1/4609,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS32,Combination,Y,0.000257,1/3886,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS33,Combination,X,0.000084,1/11858,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS33,Combination,Y,0.000133,1/7538,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS34,Combination,X,0.000245,1/4081,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS34,Combination,Y,0.00013,1/7693,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS35,Combination,X,0.00018,1/5566,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlS35,Combination,Y,0.000067,1/14888,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlS36,Combination,X,0.000179,1/5589,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlS36,Combination,Y,0.000228,1/4387,174,60,67.5,22
SSL 22.00 mPD 5th Floor,DStlD1,Combination,X,0.000165,1/6073,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlD1,Combination,Y,0.000131,1/7615,141,0,27,22
SSL 22.00 mPD 5th Floor,DStlD2,Combination,X,0.000235,1/4254,172,45,13.5,22
SSL 22.00 mPD 5th Floor,DStlD2,Combination,Y,0.00019,1/5258,141,0,27,22
SSL 18.00 mPD 4th Floor,Dead,LinStatic,X,0.000074,1/13565,172,45,13.5,18
SSL 18.00 mPD 4th Floor,Dead,LinStatic,Y,0.000127,1/7851,142,0,13.5,18
SSL 18.00 mPD 4th Floor,Wind-X,LinStatic,X,0.000054,1/18679,174,60,67.5,18
SSL 18.00 mPD 4th Floor,Dead Ceiling,LinStatic,X,0.000008,1/132439,172,45,13.5,18
SSL 18.00 mPD 4th Floor,Dead Ceiling,LinStatic,Y,0.000013,1/78089,141,0,27,18
SSL 18.00 mPD 4th Floor,Dead Services,LinStatic,X,0.000021,1/47300,172,45,13.5,18
SSL 18.00 mPD 4th Floor,Dead Services,LinStatic,Y,0.000036,1/27889,142,0,13.5,18
SSL 18.00 mPD 4th Floor,Dead Partition,LinStatic,X,0.000015,1/66220,172,45,13.5,18
SSL 18.00 mPD 4th Floor,Dead Partition,LinStatic,Y,0.000026,1/39044,141,0,27,18
SSL 18.00 mPD 4th Floor,Live Floor,LinStatic,X,0.00006,1/16555,172,45,13.5,18
SSL 18.00 mPD 4th Floor,Live Floor,LinStatic,Y,0.000102,1/9761,141,0,27,18
SSL 18.00 mPD 4th Floor,Live Roof,LinStatic,X,0.000002,1/469826,172,45,13.5,18
SSL 18.00 mPD 4th Floor,Live Roof,LinStatic,Y,0.000005,1/206346,142,0,13.5,18
SSL 18.00 mPD 4th Floor,Dead Finishing Roof,LinStatic,X,0.000011,1/94475,172,45,13.5,18
SSL 18.00 mPD 4th Floor,Dead Finishing Roof,LinStatic,Y,0.000018,1/55679,142,0,13.5,18
SSL 18.00 mPD 4th Floor,Dead Services Roof,LinStatic,X,0.000001,1/704739,172,45,13.5,18
SSL 18.00 mPD 4th Floor,Dead Services Roof,LinStatic,Y,0.000003,1/309519,142,0,13.5,18
SSL 18.00 mPD 4th Floor,Notional,LinStatic,Y,0.000013,1/79792,174,60,67.5,18
SSL 18.00 mPD 4th Floor,Dead Topping,LinStatic,X,0.000001,1/704739,172,45,13.5,18
SSL 18.00 mPD 4th Floor,Dead Topping,LinStatic,Y,0.000003,1/309519,142,0,13.5,18
SSL 18.00 mPD 4th Floor,Dead Ceiling roof,LinStatic,X,0.000001,1/0,172,45,13.5,18
SSL 18.00 mPD 4th Floor,Dead Ceiling roof,LinStatic,Y,0.000002,1/619038,142,0,13.5,18
SSL 18.00 mPD 4th Floor,Cladding,LinStatic,X,0.000005,1/193464,172,45,13.5,18
SSL 18.00 mPD 4th Floor,Cladding,LinStatic,Y,0.000007,1/153665,142,0,13.5,18
SSL 18.00 mPD 4th Floor,Wind Y,LinStatic,Y,0.000072,1/13795,174,60,67.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.50Qk +EHF,Combination,X,0.000278,1/3603,172,45,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.50Qk +EHF,Combination,Y,0.000486,1/2058,142,0,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,X,0.000241,1/4150,172,45,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,Y,0.000485,1/2060,142,0,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,X,0.000176,1/5676,172,45,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,Y,0.000437,1/2290,142,0,13.5,18
SSL 18.00 mPD 4th Floor,1.0Gk + 1.50WkY + EHF,Combination,X,0.000153,1/6520,172,45,13.5,18
SSL 18.00 mPD 4th Floor,1.0Gk + 1.50WkY + EHF,Combination,Y,0.000186,1/5371,142,0,13.5,18
SSL 18.00 mPD 4th Floor,1.0Gk + 1.50WkX + EHF,Combination,Y,0.000242,1/4133,142,0,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,X,0.000267,1/3746,172,45,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,Y,0.000381,1/2626,142,0,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,X,0.000286,1/3493,172,45,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,Y,0.000458,1/2186,142,0,13.5,18
SSL 18.00 mPD 4th Floor,1.0Gk - 1.50WkX + EHF,Combination,X,0.000209,1/4783,172,45,13.5,18
SSL 18.00 mPD 4th Floor,1.0Gk - 1.50WkX + EHF,Combination,Y,0.000244,1/4094,142,0,13.5,18
SSL 18.00 mPD 4th Floor,1.0Gk - 1.50WkY + EHF,Combination,X,0.000118,1/8451,172,45,13.5,18
SSL 18.00 mPD 4th Floor,1.0Gk - 1.50WkY + EHF,Combination,Y,0.0003,1/3333,142,0,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,X,0.000323,1/3100,172,45,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,Y,0.000439,1/2279,142,0,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,X,0.000232,1/4313,172,45,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,Y,0.000495,1/2022,142,0,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,X,0.000314,1/3183,172,45,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,Y,0.000487,1/2055,142,0,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,X,0.000269,1/3720,172,45,13.5,18
SSL 18.00 mPD 4th Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,Y,0.000514,1/1944,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DCmpD1,Combination,X,0.000137,1/7309,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DCmpD1,Combination,Y,0.000234,1/4270,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DCmpD2,Combination,X,0.000199,1/5016,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DCmpD2,Combination,Y,0.000341,1/2928,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DCmpC1,Combination,X,0.000205,1/4873,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DCmpC1,Combination,Y,0.000351,1/2847,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DCmpC2,Combination,X,0.000205,1/4873,172,45,13.5,18
SSL 18.00 mPD 4th Floor,DCmpC2,Combination,Y,0.000351,1/2847,142,0,13.5,18
SSL 18.00 mPD 4th Floor,DCmpS1,Combination,X,0.000185,1/5414,172,45,13.5,18
