Story,Output Case,Case Type,Direction,Drift,Drift/,Label,X,Y,Z
SSL 10.00 mPD 2nd Floor,1.0Gk + 1.50WkY + EHF,Combination,Y,0.000102,1/9848,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.0Gk + 1.50WkX + EHF,Combination,X,0.000072,1/13974,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.0Gk + 1.50WkX + EHF,Combination,Y,0.000181,1/5514,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,X,0.000218,1/4587,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,Y,0.000252,1/3976,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,X,0.000259,1/3863,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,Y,0.000334,1/2992,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.0Gk - 1.50WkX + EHF,Combination,X,0.000202,1/4953,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.0Gk - 1.50WkX + EHF,Combination,Y,0.000205,1/4875,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.0Gk - 1.50WkY + EHF,Combination,X,0.000165,1/6064,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.0Gk - 1.50WkY + EHF,Combination,Y,0.000285,1/3509,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,X,0.000311,1/3212,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,Y,0.000355,1/2816,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,X,0.000274,1/3645,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,Y,0.000435,1/2299,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,X,0.000306,1/3273,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,Y,0.000386,1/2590,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,X,0.000287,1/3484,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,Y,0.000426,1/2348,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpD1,Combination,X,0.000134,1/7445,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpD1,Combination,Y,0.000183,1/5471,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpD2,Combination,X,0.000194,1/5160,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpD2,Combination,Y,0.000265,1/3778,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpC1,Combination,X,0.000201,1/4963,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpC1,Combination,Y,0.000274,1/3648,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpC2,Combination,X,0.000201,1/4963,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpC2,Combination,Y,0.000274,1/3648,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpS1,Combination,X,0.000181,1/5515,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpS1,Combination,Y,0.000247,1/4053,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpS2,Combination,X,0.000244,1/4102,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpS2,Combination,Y,0.000333,1/3005,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpS3,Combination,X,0.000154,1/6488,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpS3,Combination,Y,0.00021,1/4768,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpS4,Combination,X,0.000243,1/4109,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DCmpS4,Combination,Y,0.000333,1/3007,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS1,Combination,X,0.000181,1/5515,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS1,Combination,Y,0.000247,1/4053,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS2,Combination,X,0.000244,1/4102,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS2,Combination,Y,0.000333,1/3005,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS3,Combination,X,0.000211,1/4735,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS3,Combination,Y,0.000327,1/3060,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS4,Combination,X,0.000276,1/3618,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS4,Combination,Y,0.000339,1/2953,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS5,Combination,X,0.00023,1/4354,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS5,Combination,Y,0.000287,1/3486,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS6,Combination,X,0.000258,1/3878,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS6,Combination,Y,0.000379,1/2641,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS7,Combination,X,0.000211,1/4735,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS7,Combination,Y,0.000327,1/3060,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS8,Combination,X,0.000276,1/3618,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS8,Combination,Y,0.000339,1/2953,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS9,Combination,X,0.00023,1/4354,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS9,Combination,Y,0.000287,1/3486,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS10,Combination,X,0.000258,1/3878,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS10,Combination,Y,0.000379,1/2641,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS11,Combination,X,0.000149,1/6723,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS11,Combination,Y,0.000241,1/4153,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS12,Combination,X,0.000214,1/4675,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS12,Combination,Y,0.000253,1/3958,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS13,Combination,X,0.000167,1/5980,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS13,Combination,Y,0.000201,1/4978,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS14,Combination,X,0.000195,1/5117,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS14,Combination,Y,0.000293,1/3418,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS15,Combination,X,0.000102,1/9830,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS15,Combination,Y,0.000177,1/5655,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS16,Combination,X,0.000167,1/5992,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS16,Combination,Y,0.000189,1/5299,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS17,Combination,X,0.00012,1/8318,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS17,Combination,Y,0.000137,1/7304,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS18,Combination,X,0.000148,1/6738,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS18,Combination,Y,0.000229,1/4374,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS19,Combination,X,0.000168,1/5962,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS19,Combination,Y,0.000228,1/4381,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS20,Combination,X,0.000257,1/3892,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS20,Combination,Y,0.000351,1/2848,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS21,Combination,X,0.000224,1/4457,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS21,Combination,Y,0.000345,1/2897,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS22,Combination,X,0.00029,1/3454,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS22,Combination,Y,0.000357,1/2801,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS23,Combination,X,0.000243,1/4118,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS23,Combination,Y,0.000305,1/3276,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS24,Combination,X,0.000271,1/3690,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS24,Combination,Y,0.000397,1/2519,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS25,Combination,X,0.000165,1/6060,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS25,Combination,Y,0.000302,1/3307,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS26,Combination,X,0.000295,1/3386,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS26,Combination,Y,0.000326,1/3066,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS27,Combination,X,0.000202,1/4951,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS27,Combination,Y,0.000223,1/4494,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS28,Combination,X,0.000258,1/3871,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS28,Combination,Y,0.000406,1/2463,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS29,Combination,X,0.000103,1/9751,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS29,Combination,Y,0.000216,1/4622,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS30,Combination,X,0.000233,1/4294,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS30,Combination,Y,0.00024,1/4165,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS31,Combination,X,0.00014,1/7166,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS31,Combination,Y,0.000137,1/7324,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS32,Combination,X,0.000196,1/5104,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS32,Combination,Y,0.00032,1/3126,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS33,Combination,X,0.000069,1/14462,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS33,Combination,Y,0.000171,1/5852,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS34,Combination,X,0.000199,1/5013,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS34,Combination,Y,0.000195,1/5137,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS35,Combination,X,0.000106,1/9422,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS35,Combination,Y,0.000091,1/10981,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS36,Combination,X,0.000163,1/6154,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlS36,Combination,Y,0.000274,1/3643,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlD1,Combination,X,0.000134,1/7445,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlD1,Combination,Y,0.000183,1/5471,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlD2,Combination,X,0.000194,1/5160,174,60,67.5,10
SSL 10.00 mPD 2nd Floor,DStlD2,Combination,Y,0.000265,1/3778,174,60,67.5,10
SSL 6.00 mPD 1st Floor,Dead,LinStatic,X,0.000091,1/11010,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead,LinStatic,Y,0.000058,1/17141,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Wind-X,LinStatic,X,0.000033,1/30644,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Ceiling,LinStatic,X,0.000009,1/114952,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Ceiling,LinStatic,Y,0.000006,1/173366,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Services,LinStatic,X,0.000024,1/41054,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Services,LinStatic,Y,0.000016,1/61916,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Partition,LinStatic,X,0.000017,1/57476,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Partition,LinStatic,Y,0.000012,1/86683,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Live Floor,LinStatic,X,0.00007,1/14369,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Live Floor,LinStatic,Y,0.000046,1/21671,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Live Roof,LinStatic,X,0.000003,1/308956,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Live Roof,LinStatic,Y,0.000002,1/463510,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Finishing Roof,LinStatic,X,0.000012,1/81966,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Finishing Roof,LinStatic,Y,0.000008,1/123617,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Services Roof,LinStatic,X,0.000002,1/463433,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Services Roof,LinStatic,Y,0.000001,1/695266,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Notional,LinStatic,Y,0.000006,1/161249,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Topping,LinStatic,X,0.000002,1/463433,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Topping,LinStatic,Y,0.000001,1/695266,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Ceiling roof,LinStatic,X,0.000001,1/926867,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Dead Ceiling roof,LinStatic,Y,0.000001,1/0,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Cladding,LinStatic,X,0.000004,1/229747,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Cladding,LinStatic,Y,0.000003,1/356507,174,60,67.5,6
SSL 6.00 mPD 1st Floor,Wind Y,LinStatic,Y,0.000041,1/24424,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.50Qk +EHF,Combination,X,0.00033,1/3029,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.50Qk +EHF,Combination,Y,0.000222,1/4502,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,X,0.000306,1/3272,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.50Qk + 0.75WkX + EHF,Combination,Y,0.000215,1/4645,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,X,0.000248,1/4026,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.05Qk + 1.50WkX + EHF,Combination,Y,0.000187,1/5355,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.0Gk + 1.50WkY + EHF,Combination,X,0.000148,1/6774,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.0Gk + 1.50WkX + EHF,Combination,X,0.000115,1/8713,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.0Gk + 1.50WkX + EHF,Combination,Y,0.000099,1/10120,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,X,0.000281,1/3556,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.05Qk + 1.50WkY + EHF,Combination,Y,0.000139,1/7195,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,X,0.000322,1/3105,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.50Qk + 0.75WkY + EHF,Combination,Y,0.000191,1/5224,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.0Gk - 1.50WkX + EHF,Combination,X,0.000213,1/4702,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.0Gk - 1.50WkX + EHF,Combination,Y,0.000126,1/7927,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.0Gk - 1.50WkY + EHF,Combination,X,0.00018,1/5562,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.0Gk - 1.50WkY + EHF,Combination,Y,0.000174,1/5750,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,X,0.000346,1/2888,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.05Qk - 1.50WkX + EHF,Combination,Y,0.000214,1/4671,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,X,0.000313,1/3191,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.05Qk - 1.50WkY + EHF,Combination,Y,0.000262,1/3819,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,X,0.000355,1/2820,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.50Qk - 0.75WkX + EHF,Combination,Y,0.000229,1/4367,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,X,0.000338,1/2957,174,60,67.5,6
SSL 6.00 mPD 1st Floor,1.35Gk + 1.50Qk - 0.75WkY + EHF,Combination,Y,0.000253,1/3955,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpD1,Combination,X,0.000163,1/6126,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpD1,Combination,Y,0.000106,1/9409,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpD2,Combination,X,0.000236,1/4236,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpD2,Combination,Y,0.000155,1/6469,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpC1,Combination,X,0.000245,1/4084,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpC1,Combination,Y,0.000159,1/6272,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpC2,Combination,X,0.000245,1/4084,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpC2,Combination,Y,0.000159,1/6272,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpS1,Combination,X,0.00022,1/4538,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpS1,Combination,Y,0.000143,1/6969,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpS2,Combination,X,0.000297,1/3369,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpS2,Combination,Y,0.000194,1/5149,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpS3,Combination,X,0.000187,1/5339,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpS3,Combination,Y,0.000122,1/8199,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpS4,Combination,X,0.000297,1/3372,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DCmpS4,Combination,Y,0.000194,1/5144,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS1,Combination,X,0.00022,1/4538,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS1,Combination,Y,0.000143,1/6969,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS2,Combination,X,0.000297,1/3369,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS2,Combination,Y,0.000194,1/5149,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS3,Combination,X,0.000272,1/3672,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS3,Combination,Y,0.000187,1/5337,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS4,Combination,X,0.000321,1/3112,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS4,Combination,Y,0.000201,1/4974,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS5,Combination,X,0.000289,1/3463,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS5,Combination,Y,0.000163,1/6116,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS6,Combination,X,0.000305,1/3280,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS6,Combination,Y,0.000225,1/4446,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS7,Combination,X,0.000272,1/3672,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS7,Combination,Y,0.000187,1/5337,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS8,Combination,X,0.000321,1/3112,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS8,Combination,Y,0.000201,1/4974,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS9,Combination,X,0.000289,1/3463,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS9,Combination,Y,0.000163,1/6116,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS10,Combination,X,0.000305,1/3280,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS10,Combination,Y,0.000225,1/4446,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS11,Combination,X,0.000196,1/5105,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS11,Combination,Y,0.000137,1/7318,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS12,Combination,X,0.000245,1/4084,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS12,Combination,Y,0.00015,1/6653,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS13,Combination,X,0.000212,1/4710,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS13,Combination,Y,0.000113,1/8867,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS14,Combination,X,0.000228,1/4378,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS14,Combination,Y,0.000174,1/5741,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS15,Combination,X,0.000139,1/7207,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS15,Combination,Y,0.000099,1/10055,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS16,Combination,X,0.000188,1/5327,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS16,Combination,Y,0.000113,1/8840,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS17,Combination,X,0.000155,1/6444,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS17,Combination,Y,0.000076,1/13232,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS18,Combination,X,0.000171,1/5839,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS18,Combination,Y,0.000137,1/7300,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS19,Combination,X,0.000204,1/4906,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS19,Combination,Y,0.000133,1/7535,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS20,Combination,X,0.000313,1/3194,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS20,Combination,Y,0.000205,1/4874,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS21,Combination,X,0.000289,1/3465,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS21,Combination,Y,0.000198,1/5042,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS22,Combination,X,0.000338,1/2962,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS22,Combination,Y,0.000212,1/4717,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS23,Combination,X,0.000305,1/3278,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS23,Combination,Y,0.000174,1/5732,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS24,Combination,X,0.000321,1/3114,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS24,Combination,Y,0.000236,1/4239,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS25,Combination,X,0.000231,1/4322,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS25,Combination,Y,0.00017,1/5890,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS26,Combination,X,0.000329,1/3037,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS26,Combination,Y,0.000197,1/5073,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS27,Combination,X,0.000264,1/3785,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS27,Combination,Y,0.000122,1/8195,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS28,Combination,X,0.000296,1/3374,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS28,Combination,Y,0.000245,1/4084,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS29,Combination,X,0.000155,1/6456,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS29,Combination,Y,0.000119,1/8400,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS30,Combination,X,0.000253,1/3956,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS30,Combination,Y,0.000146,1/6831,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS31,Combination,X,0.000188,1/5326,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS32,Combination,X,0.00022,1/4547,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS32,Combination,Y,0.000194,1/5151,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS33,Combination,X,0.000114,1/8750,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS33,Combination,Y,0.000093,1/10798,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS34,Combination,X,0.000212,1/4713,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS34,Combination,Y,0.00012,1/8336,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS35,Combination,X,0.000147,1/6796,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS36,Combination,X,0.000179,1/5577,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlS36,Combination,Y,0.000168,1/5963,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlD1,Combination,X,0.000163,1/6126,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlD1,Combination,Y,0.000106,1/9409,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlD2,Combination,X,0.000236,1/4236,174,60,67.5,6
SSL 6.00 mPD 1st Floor,DStlD2,Combination,Y,0.000155,1/6469,174,60,67.5,6
